pure_urea_kgph,product_urea_wtfrac,electric_kwhph
263.9538028616716,0.7474304434104487,147.45425051042196
234.36354791157507,0.7015687240500003,152.70168800237934
728.4632818166192,0.7957964018233937,379.45381287871135
834.5945042980293,0.7865672445505985,512.1529389972861
329.23018414819313,0.7513494055540502,184.0801220305362
212.37933062954872,0.7142457397138557,226.46918537473613
336.3666628329526,0.7774775667696031,169.55961929801708
745.5315870759372,0.7814101974212381,350.93513075424096
662.4549499087922,0.7579988337838688,405.4327194478908
1351.2169922060498,0.7913107662592672,612.0041838865521
634.925755217094,0.7634718025950347,448.7102854127718
234.2656828456907,0.8000269337324787,169.894680165368
906.3841246702365,0.7325802509881656,533.5493245336859
158.30116636851372,0.8132285166948934,221.7505704790443
1102.1474094028404,0.8163115273980216,540.6823662240099
122.94426698178628,0.7753869429277532,65.92209360082838
488.3083319786056,0.7211495888090481,367.1552323284703
207.2443769788091,0.7713778313127028,251.97507672653404
892.0036180143949,0.7732595838180616,470.4174812118582
408.0909145636849,0.7714672668033531,188.8617324594582
369.8875991783515,0.7719418364618021,194.2080454692978
776.148393405238,0.7378538759045202,482.8576130401459
234.88058308231442,0.7880030048386296,110.67955614103916
899.1897712291479,0.7409391339950584,486.72575288536564
196.00885815580398,0.6581661305562778,116.99337194250995
567.1281513806736,0.7274939842534612,320.48672049230083
310.5044966808176,0.6567126437538141,234.72755849238183
522.5873487646547,0.7855822001510385,248.5349489555771
1379.8361804816257,0.8020900667239248,658.1490814340533
359.49274708485683,0.7944310570604504,283.9666885209355
249.16212552485635,0.6860957158865232,162.2327372675908
146.23168296683588,0.6572207152998107,94.50157067496528
584.3257491321488,0.8051044207429398,367.5891435968571
719.0506344982371,0.755890531463424,400.68590975175385
651.6092779360711,0.7689529223928286,342.6954771882821
424.67458766630847,0.7752993224945949,203.20310230675798
236.4733646274255,0.6928930235282968,241.03152190254633
1071.660751406809,0.7644832399494048,559.8875292633406
562.8161345845069,0.8098055799704145,322.7641947655344
258.0896790486139,0.7685261681673713,137.58973139678875
190.98884740711787,0.8305016965757754,226.7549693734046
798.2064388162811,0.8143966249695839,356.086756776649
1355.2282126016887,0.8077489253222648,668.6877918973374
1016.4195278332302,0.7365397676317625,577.601270512339
525.9044533384724,0.8024465289749155,234.21803810116455
645.877263522905,0.7873841958186237,428.4055719217702
956.0761338961078,0.8034265332413114,542.3503567341345
592.3032952571148,0.7267025411696223,362.6958447271153
356.2194943815697,0.8108017534346996,263.46546465462376
522.0763789477588,0.7795241220232122,253.20300881941156
1129.6531133993658,0.8038798383334633,578.0618891307884
214.64824647876677,0.8081815482252696,164.51232014809852
764.8310262864765,0.8230681991660583,346.87780992051734
1111.7040442832783,0.7893591854227225,579.0324394814872
548.0614440369819,0.7453264836113503,296.0324272324185
1084.1235635136663,0.7804054677159354,571.2796990954872
472.0261907999605,0.7809262672347269,349.054473983409
397.79273615511306,0.7452469953642152,216.84014314266187
268.49590958300206,0.7034394231047086,170.63958923209248
747.483207532783,0.7956306493514979,367.2081614786601
767.014664011344,0.7854337636516848,410.5208600208912
288.55724983893,0.8186448935529647,236.60603360491172
921.1425971412683,0.7641881656105787,456.0745214562732
277.2917530440184,0.821434195575927,237.35114791334775
1173.8943780008296,0.7739403897758461,661.5673791112071
259.980411595164,0.8051402785797527,148.20912373528708
984.3211022997043,0.813110559143492,500.6157241352794
697.9597709546575,0.7386053738586384,358.96348681584936
503.5504061756641,0.7291667418436556,281.2812524384195
955.879317411929,0.7468335701781611,520.436624662796
222.35562510099678,0.7550630903919331,131.3709001964149
166.39586938700054,0.7451707142312327,142.550946895473
515.9267829400083,0.7831131665307516,247.91862967818932
412.31289073707,0.6859944932620406,244.03805594220594
421.4408648264411,0.7650691573262617,229.2390059441159
169.8350708452093,0.7743307108951276,83.20878679600901
138.07934765845334,0.7547813449349616,86.10945169112932
684.9361195897642,0.7425455370692332,435.76060788654405
1393.8746172554545,0.8028033216103309,664.2092714630768
917.9336610348616,0.7440493495614774,525.0591412918928
913.7892242124196,0.7995223659821942,468.4456791469372
180.74247769962668,0.8096580586573967,90.23022402242131
709.9579657668628,0.7681458293718783,432.90975724423214
290.3531918625641,0.6604835860089998,182.46794865822062
887.2321568815331,0.7421578026426631,534.7729672404582
526.5424096064121,0.7412695666232115,283.96753243071714
199.37087069848613,0.7810021161677113,108.78080060051956
830.1590794899922,0.7887546806551591,485.97532704699586
571.1739210756352,0.8138387686070598,294.3726213860613
686.8422608633542,0.8257048884319924,345.30405806348614
476.5721646047326,0.8105495900776598,314.77250236708704
191.98236975242142,0.7766554076660921,115.28241660749624
379.8532935758933,0.7069100228371921,219.04543967705146
478.84980099613074,0.7622763340633713,362.68803601088706
231.88382630571982,0.7893641587580533,198.20046131930457
1057.7126346292794,0.751633032680542,592.5307700255779
479.1062580108701,0.7795783257841862,362.1796033430272
545.02949371194,0.8110807422911691,248.4908408098062
533.5094418223506,0.7828480247194499,361.77531512878005
859.3662550458927,0.7944813957627958,477.96957478765074
202.26225397669435,0.7985411623053665,101.04794415036784
110.21344524100981,0.7298879947255846,109.27856303764031
1218.8911525423268,0.7752788642668474,632.5538747539755
1005.6391590718315,0.8084612087588069,544.8914287106081
324.11707386403464,0.7492592462241249,170.5308523286292
1365.0183625216832,0.8000207171987028,672.3948707450716
758.8767058360233,0.7863925557901765,378.1211639189683
321.79113800283926,0.7352576406356723,186.3295474910375
163.22457956256042,0.7719115423770957,101.97316094565211
250.57665324876893,0.7907410347316953,127.44555551189092
389.27673147396996,0.8034636261791088,240.34857954253548
209.9821760347606,0.7245942512829566,125.81211386434941
696.5288454990797,0.7098553995500244,379.72413212651884
1035.2278742221602,0.8274142197240187,530.1618984647746
207.87015597424804,0.8037269958347714,151.00863466181988
600.0605404350965,0.7729940844706243,378.5243008391083
1447.957160512211,0.8090908486651208,718.4068811212815
1261.2180244786389,0.7783239368397091,650.274229647862
659.9681269767117,0.7711859812208608,349.79530393439506
1228.8448341075482,0.7900642384499348,576.7200457677642
604.2101259902967,0.7720253116863869,346.6341184234204
278.3264232417752,0.7802888501251952,143.40745722105407
476.3780075748117,0.7937709589176141,240.89832734227227
197.93946185022048,0.7510132951942181,115.05505062089404
116.43092630142486,0.7706709374479997,90.46236757464142
514.6644535456766,0.728165345585498,367.32483679403407
1303.6105167627688,0.7806074738329296,686.5767225349578
955.0259685895932,0.8100635694781134,532.924588646385
777.0119896967371,0.7487084423315509,470.1220949086241
318.5819880778133,0.6645606309102973,218.41191191270707
444.9850788989589,0.7638687719898374,221.14287172508327
807.5906154045855,0.7844577392369809,444.2545429091674
195.30857755838824,0.8144669573710226,138.94879216639734
400.2254453634346,0.7715126773326529,195.01443892305952
393.00381952183153,0.8023964950118893,179.03341638723822
1356.962278304239,0.8015937017360125,689.0881740746792
390.0834676455063,0.8070984253034007,258.02308561819723
414.1034838981386,0.751396836607231,314.31273548367557
730.5294072725272,0.7268720507125174,452.86377363102497
227.55259770591033,0.6982927971123868,136.00782914728575
886.1275017305358,0.7848971628689858,543.1006208351682
940.2800441988991,0.7957957690063535,458.23433804496113
653.7116813790716,0.8051325445692772,322.60657098480897
893.3899741114296,0.7982106269731665,540.210545308345
597.8917771742416,0.7768547871548668,305.54952329527686
853.4172632262377,0.7799025218329392,513.5863443584044
266.9001240558058,0.7160419589832007,155.00535244632727
273.3787845957276,0.8007855719163349,209.71887917560628
177.1797523674775,0.7679337513236927,195.13725119739237
614.2578304936023,0.7927309277807278,282.70600849022827
872.9061674706036,0.7397623155859938,489.18874197818604
892.0920225101638,0.804221438080746,516.109490582924
220.5220519918655,0.7731477976797594,168.57957419365903
302.62959665448415,0.8257205619112428,142.26394675335865
430.6656106325544,0.7699029841118878,276.6445439405837
254.53712233030663,0.7643382611528118,129.25092810542367
1109.3969427101908,0.7728483743825622,570.5422884204842
127.61075641988202,0.8098069838607885,183.10034148699185
150.21144921937534,0.7881680564635253,68.42336081916909
419.1398281279068,0.7383941498799242,336.29647409448467
1239.918851039136,0.7830502394303447,617.527252923235
205.4035751822714,0.7242829545350534,185.66922358248272
101.71132962041337,0.7955659195384945,49.07052220147724
180.2911377250162,0.7736401439478293,112.60070619838274
213.75647098767618,0.8144677822811046,169.62754009662603
437.7259937993638,0.7234415601304093,336.56683312019186
173.63004926307235,0.7862552780139543,80.04657237454387
524.7261818962794,0.7900247941360223,336.01220094266546
108.86462999127099,0.7246844176605689,66.85627356707559
884.6759007672639,0.7929416075387428,464.3249027078491
226.65137065699483,0.7678641995127513,147.3895363799977
1102.0455115147663,0.8109409730662936,554.8666003306332
333.0619209103275,0.7758767886790151,160.22071405572174
476.0139125141294,0.7989034769368238,329.7290945386754
280.6143960182823,0.8145874078488421,244.39234102503758
675.6472191172687,0.7124119571713913,410.5936101631557
