nitrate_rich_feed_kgph,nitrate_massfrac,h2_feed_kgph,hydrogenation_capacity_kgph
3982.802218501835,0.17326443469710026,363.7279859161986,4079.4299247805116
2474.9529788842356,0.10588621366443061,191.4154860303769,1655.7775249056558
4363.690639601221,0.1920057774652176,428.8965707583413,4898.0486725191895
3638.1561307671377,0.14063508025201527,135.66903692629631,1926.2875618402295
923.7980654944229,0.0497028071042724,278.4288752415799,1238.900004064563
4890.300582365402,0.18046580799855613,108.38682423160759,4390.408400687798
3925.1286589565884,0.11317508244123563,257.74429586520415,5518.688840335722
4037.2893737462923,0.05407862455539385,93.18392430962538,6949.86060612603
1076.5113470399565,0.05595732275304152,97.55773969833052,6436.415988470986
2526.736720530052,0.14688076896867822,313.86722098016753,6972.1316918471475
2168.5911090466157,0.038053326144013265,146.61730024436804,6272.495149910412
4670.442449818708,0.07872094003534827,102.7362687508387,5863.323657724203
3397.3930403629906,0.05376389037987758,466.2887600648351,872.9904978130373
4202.4272597187355,0.10498316303493832,40.64156035522451,5307.936645026316
2495.36389472299,0.10044014123904142,291.27109409402584,1667.4689898016472
1522.5742480314962,0.11871899389710551,283.16664407996734,1222.4033527942956
2995.6315415712565,0.07753817594743015,140.2922597134687,1926.1674951607188
787.1776524687889,0.035447410194290124,237.33043765415255,6727.703562380601
4224.34027396662,0.1344456381109816,62.11413587966503,6155.715630320155
3342.4897960492917,0.09353206048999974,366.2096700434651,7631.161317477528
3911.394830384182,0.1407269497858079,126.41463122087514,7848.629062282956
2095.3668565844077,0.04847338503672564,112.82497271674684,7231.644701892671
4868.141109777065,0.032342150399988556,171.14166957320145,1757.067567034394
4519.04504594989,0.07221002214049976,453.13756172630815,7124.355734659859
4002.7257368319283,0.10761304490898888,402.30399117610045,6838.1873704782465
1375.874185333854,0.09699223560863944,474.50829974420367,7071.818190989821
2600.2445167716537,0.1677514343964893,332.941926095881,1892.1364432387381
697.1169460425294,0.09423239951278008,338.20232529540203,1640.9011599678863
1194.3027143039653,0.12017500053252342,250.41487972458415,7451.423933005388
3573.720289591046,0.13089765071517268,454.4894352161482,2051.5518737684324
3851.429701585177,0.03371133657978797,265.22103164975795,3454.0764635067285
4853.793795953945,0.11757267406385213,190.42883398161183,4083.0909163572337
1966.2141116216837,0.08862131409780244,327.38000476047927,1695.986200372864
2167.06867715691,0.1016176217061533,282.1469568324625,948.5668738343413
2613.0011507411355,0.04704885774419254,79.52951134874982,7957.451382323236
1352.6211158792858,0.1630794961602697,208.5081986779662,7111.9321628117195
1084.6467740096223,0.19020872263744884,170.39619732535039,7368.833091324588
2640.672168016702,0.033785699507032,426.4802120053433,2848.8540987592532
1521.0920707289783,0.13223336967792915,201.8444273470922,2384.7313237671615
3514.1629760712967,0.1598534914390209,414.34651166666845,3866.2392188630715
2467.183634925488,0.0784172900704812,232.34700507245387,4063.899456641649
4247.051882260268,0.16388444942674685,381.68027045389283,840.3159598225326
3651.192959010121,0.1375003586302712,84.93532568537117,6410.622410430797
1905.6498862191847,0.1879576474860819,463.83210543606197,7976.002674622525
4245.169106278405,0.1967708179301414,250.66874758348075,4606.5742647350435
4121.439608735609,0.037198839379779816,144.70315790062705,3595.462604089649
2243.652705635785,0.10563941937459106,135.9150110551073,3627.8136311926637
1797.4764676860984,0.1229879238882971,147.23709851598653,1491.755351639125
3571.2297678873897,0.05494634964530092,196.02760300062448,2716.3650922208844
1128.8861762418942,0.0871685911726515,364.40937568429604,4415.356078169345
1399.5869111379875,0.1979000661185985,475.8094605923809,3909.305608169821
533.1302138795248,0.032759177578220146,341.13796645934343,4724.250169350393
4041.1596987596226,0.1069263483591453,282.6398100531684,6913.272670189328
3491.8288546641447,0.17325128569209336,235.32694784822465,2421.744579437206
3673.244203818508,0.08506321466227904,417.5333441780559,999.182102525446
4013.2806395988555,0.11156574546837607,427.83545717411357,1075.2232060357333
2565.1209899225296,0.1962677767839566,160.6580837277529,1766.0153982093802
3059.335381788022,0.11072906220086967,477.64171935364647,4907.477490591698
1129.0864915744585,0.052256623064904834,209.6553743390634,6618.930632273058
1015.3853309118805,0.03879265358328648,404.03747321193333,7185.002762820547
3507.8133280571224,0.19072081731479126,484.073541479472,5372.815054219793
2619.9329276440963,0.07518760025676116,357.7558884106934,3702.631417646433
3043.56247916535,0.11569086411597367,97.544348696573,1912.5058987242614
3942.4948583721152,0.04541930023529466,301.3457384834868,3690.212043993049
3356.2324400026587,0.10202137049360287,77.01301908587764,3193.3889641360415
2991.107302960981,0.1881179382725211,398.7881791370846,7064.1863421713915
3016.4322233543608,0.11541020891725953,155.03128345946382,4304.379517356372
1867.7754412817549,0.19509297580639576,353.7031150688089,2428.6104796726077
638.6802555557273,0.07400205833035794,456.8430435824955,2879.367681073615
2465.228251545631,0.11577269074966932,106.88472832168274,1782.585184707361
1465.6310276878814,0.1761202346075853,208.57176252856004,7413.815233297744
2338.3788967608625,0.10620290027413645,330.6170182753118,1162.4900929025735
4340.313829706747,0.07751285350693224,221.43612454856054,892.4929896024385
1552.7276863940333,0.1754308117810399,103.91309197986331,2117.5203213934547
762.3623376007971,0.09628120970834353,33.95437480102256,6638.292928956505
1766.2275140989843,0.1202229594802398,215.1671089769422,4568.960863743785
1821.1719099500763,0.19600960129057476,331.6203327593218,5306.071669114302
3478.624316271028,0.06170216010849686,295.51241991319455,3375.6680629932907
3006.6446855357526,0.08123810824243158,94.99579508510836,1294.4814959540242
4027.5419409788606,0.03528183201187279,236.33285305634558,6964.338769943611
3489.410931473244,0.09661241068470897,197.34610216700136,2181.6387593029335
2328.7408764803176,0.06403118319942613,151.61715310083193,1038.0262439248258
4163.0917309971555,0.14560593901934155,370.05019705298685,4923.469778718994
1251.3781395846677,0.06082464799019491,168.6329744130485,1399.6823867691278
602.2043291023722,0.14471816790899786,279.26813711985403,1489.4853333908063
905.215373490388,0.074790822792184,463.1472969294159,6562.714626674181
3750.6170776840263,0.09038703180060396,278.8524714817196,4339.589043089567
2578.4475361312434,0.08930631084788758,316.1709968770692,2538.86085617943
1225.723005651208,0.1518477975278136,55.15807336042467,3310.110248188535
2754.701487965136,0.10930657473351832,105.50438899603343,6050.5350476708345
1185.4044622092579,0.09142081280495612,68.45657566309447,1277.7498422475333
3633.4416878498123,0.1749458622367065,387.1102152108033,1638.6604347191114
2507.703240083138,0.12723160635900446,421.24211884008434,5237.086651932102
