ammonia_kgph,water_kgph,electric_kwhph
168.03356550886298,570.3914188987674,607.4053394690909
52.70349274565459,215.88380162198044,298.10547367587634
205.51532409275526,693.93338392245,699.9188400216765
102.6183905211051,411.43033189205374,296.2951860522941
9.230008872408112,36.87890720821436,2603.837610786264
200.3184268455652,716.0374723990024,456.16756772257526
105.49875657810247,360.39564262512073,396.44497009389426
46.66547941473536,168.26639735139682,118.75851665705034
13.7218567279827,46.313446950948304,248.47031902080198
91.19385482965322,304.47370933815813,578.7137937216634
16.973607489629895,64.03601268078052,420.68170168658446
82.05940303281834,296.47283193346243,182.74928057246277
13.743919826906051,94.10001858041967,733.8238593207349
78.72861149477475,318.6575731128363,155.90763455852695
52.395685821716896,204.01894308884607,585.5377830069442
40.35975451329888,153.6848243387777,773.3761765867109
44.216415224448916,186.18162215230873,199.75863475591186
4.821088598180764,25.99585672414356,3280.27185337728
121.45328636748697,444.5401455126887,244.34631911567223
73.72987388069313,248.74203103347406,790.7969437871259
136.10858279529367,448.5667088765871,276.5375045251403
21.210439871084972,78.583109893615,205.10133549775892
20.13942908568056,104.71735773158355,205.55181649098188
71.31161183776666,263.45778525722807,1084.1358713555828
103.72814060494999,349.3591638132171,771.580410880552
31.588512220067315,110.21989034653473,3036.3719529754635
97.40734579993423,363.7970171975892,559.8270633646359
14.384990651833803,56.88156883809246,2994.5207810812426
34.37586138400147,117.29538615850132,821.9515036304631
94.60468493363275,381.3017655970897,816.4217627069216
27.463618549318937,101.48573822890714,820.5453156093296
131.78706651307786,463.3260381466763,341.4477249950789
37.47607219373502,142.5018650864214,1023.4067563669157
37.43044200316779,172.60382728156657,517.2902222236681
26.883476722435965,92.87491751510274,101.57220731192761
54.98655243450224,178.05331205358428,411.7232324533113
51.38474541028741,164.88600409089287,313.3784872540496
17.844701365800493,69.98644330707184,3156.496643330931
47.932964659367,173.01304644107077,394.00839884179817
136.98006047765082,464.62253608706106,731.7108801940202
42.928702049606606,156.69802368564447,504.45842002315453
44.96786369043898,323.20266744521695,232.3788771053004
122.3787030862375,410.9606104009093,264.4110469098477
89.68505414298166,290.60554178193223,1153.9317569999257
204.83151980799644,692.244426423758,493.1110562762095
31.265005445303192,118.12179288745588,237.4304643267972
52.98387171336597,194.446763066307,222.74524680819
47.95212084805048,183.7498005962733,253.47096533435524
36.987696933806426,154.5207736071427,328.1720282389539
22.57222955192253,81.52074876130538,2344.5154352124514
67.44008907350626,227.88631468738262,1532.519847752972
3.6161047265082846,15.322288845241157,10817.334594198352
104.06489843583601,345.36010450217,441.9002674638425
133.64791418205502,496.1692640170658,415.12609388562277
33.44858329773777,188.4707323949055,494.41180038201963
50.495946729920135,286.1236332850865,449.8351923060476
110.27862546917652,419.7566479157955,312.7031496198608
81.2090790761515,278.73892984107755,1263.0025040996204
13.22460430134775,47.47605266763385,1196.0805795407412
7.976029838665615,33.95254778742617,6801.844497522183
163.95225203692146,545.98921254153,825.3916107908672
43.60573028071998,157.94676910746654,1091.093844114145
72.39386178342012,286.3447119668187,202.08283867246033
36.52780039964837,136.1102020211655,796.8092395522376
77.74553372704506,280.2589183784371,182.99706219481777
140.07235146011425,459.441892658005,681.8366479795512
81.38973266698358,283.7276216537251,270.0388243400932
87.61124593095631,311.20677447719015,712.8957764517621
10.094445338935271,38.73094594838559,7473.12876554204
62.779925794344855,239.87461325399843,186.67737910850266
65.20977467682322,208.76336681628538,372.9869609239222
44.68386996599786,197.58047222079023,678.3373841911373
18.61516361732717,131.4972858894954,122.89566985986991
64.37539418132265,229.34696201341362,197.29625450130638
17.179500591766402,57.36942171623946,54.64005779607292
51.16791319368399,176.69439961059572,416.23988295185137
88.3003652214078,296.12559436600725,647.44799657147
47.36851887073777,170.81705824585012,690.59872919935
37.98696004974278,179.67987223529565,131.08770767807374
28.75637330070605,110.05684387147623,614.1650554116392
68.56976857311354,268.1724638362304,304.7970822462166
22.971570436429072,110.94329237109518,218.85500659233264
147.76589283031106,501.47707631005045,602.5496988804372
17.445913974030418,60.51518535446318,567.5846130609375
20.055282358019674,73.68016468597291,1615.7253623775919
14.715552755911299,54.98226706868435,5496.592606439478
77.73080635881624,273.4080807746838,482.7322906535949
49.55795773619796,188.2420191503075,768.1832421907156
43.758908236152514,154.26959545235732,114.0288223664762
71.1675574442235,245.6596980758833,184.0141117225801
24.20170635232572,89.23479416302673,104.42037979509377
118.04365312638201,497.6736821252836,551.2098134928115
76.71949550811705,261.4627422533275,1057.574982448875
31.932462041948508,116.52938958010041,174.02180649080458
84.45239150139881,279.6546975281606,202.45087141069612
66.5173019588688,243.0175281809009,273.7075430560892
12.835190735094677,59.07864076910168,1520.5821301081476
23.942436969573627,81.87532301416034,1802.6567321896675
11.038579125404782,38.80837589367699,3811.5223150399447
48.322011971450415,236.76051085457217,708.3125346850926
175.36756431447387,594.2994246066875,402.7279969798611
34.92318898705365,148.10048964462734,852.4971245314522
71.09070682700721,228.6282646062558,599.3239752184994
228.2227871718179,751.7931837647718,456.363992120215
127.49652563354728,441.85734734341014,844.1860973095942
128.6893980506186,443.5509051477275,264.0942513760489
93.25480219981628,308.626091681763,711.7310384504003
81.16678610567247,296.8795419613969,791.7121491950102
18.700817060920173,68.05539084620817,4466.873260007381
55.40429591681361,207.8120321785318,496.70886710300164
59.390842451412496,246.5175043403607,273.25289836399816
39.853476153273,144.28150588045685,1863.0441766950532
23.726451288149125,90.55584668687527,2153.2029875296435
100.70108448862828,335.4566974151991,414.2803501754224
7.775136147574383,35.066895046412,5725.457610503928
201.53086363888886,672.0536102268325,428.1326365239253
62.51923763723637,234.87861899038862,560.7520506859573
20.7680499584494,95.0805590194663,1589.7168702691874
25.444929755738364,98.08275685202128,421.11205058132435
16.945472587075958,119.41730545478954,196.57173310975702
35.54677301951052,172.49956906553695,1075.082288807789
24.361237313521002,96.75650067821151,2072.3896428595312
15.405934096205625,53.61571178300278,5054.706994201518
30.705664230195474,118.2559731702563,482.36911129173023
13.570784048201226,52.89995437322964,6581.006259295471
59.403326186030746,211.55143354167748,165.40358283371208
38.38721338650497,143.0396916278502,726.0241194472985
19.378331633996797,81.09489330614959,952.3674727779982
10.269503011420651,36.34654858788494,6052.213787319975
17.445344533254687,79.29118274690826,2382.346919391319
17.00815923133109,67.06548422276187,2737.864278808981
181.9387749403303,609.9770048902077,532.197070444913
152.52817289132707,505.43883368201034,403.8460855597234
92.7733267434628,326.36776130676105,440.2814733272883
85.93234172166456,304.1362544496446,451.4498735425913
16.745185812436056,64.4050302245703,55.303478130742
89.75662458613714,319.476606039109,395.4646404607958
98.78227303255798,359.7327161884287,858.8123535363524
130.29140900324083,512.792309835611,559.9992443612778
37.770200949510205,124.64030419938702,1974.0897388029578
112.62088175458996,410.05019108217317,342.6763197310836
58.01421072904308,232.81660892679434,513.9367098650758
53.15883484765103,347.13472228271826,162.19993276465803
127.94822162411904,423.20952133957985,343.0705669676998
49.371626826458424,175.95009108415522,510.6055892222454
77.48848702235995,263.9866389251005,244.5681411360201
19.06457418330317,68.51543499125042,52.868612608398614
137.41040665137015,472.8251336443227,612.1220413213075
98.39632583944332,325.1354769946656,343.02935515796065
5.003643850604596,19.77348517884431,2877.500238511536
147.7102771439809,488.18720771167045,306.97401236904943
32.7531418846973,123.19464272273842,758.8255301115026
43.25765340446843,151.06335500865416,567.4557184927118
118.54244494830327,417.6431727555107,405.69216573897336
