nh3_feed_kgph,co2_feed_kgph,urea_capacity_kgph
308.36136644558167,880.3900775907201,775.9839766701091
538.792227113714,1383.9541434803402,204.73747357869763
789.8102372959229,682.3168542186368,1144.752293755862
1747.6127118455174,776.546957071321,1152.5949575470338
375.9391121354636,1298.2239511916873,875.3502722477515
1557.3992450465116,264.4323963178708,161.4190857904223
377.1769608208113,955.5353168258503,1471.919595112645
674.5353132420595,875.9058930662931,1331.61554076696
1252.1287895469122,626.2715686368759,786.6577665488253
1148.1080916586452,1392.2695327502813,1790.7817441696823
1723.391478916449,626.4287598021841,706.6574969674183
799.3813274745355,215.30478710951547,1535.2887158044152
1697.3910803632707,1251.2249113140424,575.3909119987231
1675.4727776810523,141.71875591540646,1405.7667916936782
1316.4719613028715,1004.5837085992206,2096.3167769149004
133.08558836568506,470.91335364062223,1102.2037860528658
1455.5788100942289,496.3167824205703,521.2500702707844
1631.2838203702931,200.0650083754309,803.2488155171197
990.5667936252561,836.5381153257641,1132.523658776845
435.17657114442204,675.6721980640333,1896.8500394261116
407.3484921005403,1161.8119940418758,1104.278982301379
1537.171736513382,924.3892660745,567.7933019429297
248.30985863459324,456.84889714873316,1471.0252438257219
1028.5509294077901,1083.554216393943,658.2392847052269
445.8206016069812,621.7016033161366,210.81207480181948
612.1765744345549,625.1541952699068,494.0179553072
1761.16261010174,929.6519452105342,105.15093346181415
570.2626930423285,957.2714116530257,1555.1279258785698
1261.9672082862478,1271.85504741877,1651.5957818144545
1404.5547861231748,341.11941037098495,1133.1133916941965
589.9948528071322,848.2842921998864,179.94983045825222
349.1512366537248,564.4676083812049,104.65478922627688
1412.6730046187079,542.7911716094902,1636.369486921046
871.1529482383908,717.232375304818,743.1415757392399
589.3953210485736,673.400651222462,763.7702309757361
459.7587940791363,845.2895141522577,1630.3166991862024
1772.1566953799475,353.8033772327951,158.7446604910187
1198.7217533031492,1100.7086194182066,948.8556634632159
989.2086171852543,526.8585250278331,1427.1774110716963
294.13236453494085,653.6172473011507,964.5677874325413
1651.154961832797,168.1200120406503,2183.726209829814
665.7376214301663,778.2455355719247,2140.7484013238995
1444.2597969714063,1246.5246596918018,1617.9783673220854
1639.072479724617,1362.1357373401277,653.0807630767897
449.9377532311865,554.0224456344182,2098.933049847451
1762.511806896467,607.0742956616948,1466.1179067329608
1620.1364199127615,882.4275745506377,1384.8185295139756
1062.4145111611583,761.3408602969425,407.46369915492437
1331.3340808034645,317.90851530474015,2185.1725520312743
571.5699889945615,972.4898738109546,1471.0060100928197
1330.2972489087174,1053.5761803375024,1581.8289038841117
832.9273128225999,202.2318879850555,1782.3721352304221
653.3342031865437,711.4812995261694,2113.332716603428
1284.6820626066328,1063.5089133696124,1201.7061846361203
751.3173124932465,1058.4857470555535,657.7447068441576
1297.6753176596455,1027.9204673212046,1198.2028012835926
1547.6007299238322,454.3857317753408,1115.176683788668
560.3929057412595,828.6048754665305,516.3018436726834
451.0488173332757,361.9656408478263,189.5849519476123
644.622030035382,724.7314226485385,1371.7452600407414
820.3738527569186,780.1936801224774,707.5627307816407
1338.320458163091,265.57619128549436,1995.5026716061498
843.7230977043653,1016.7035365432225,1015.6249407863357
1278.8944029938352,256.4495427453096,1869.1597974115775
1792.1556665577023,1283.6773576371247,914.153759688532
497.31339727624425,239.9729622555396,1893.5380575866004
1389.324534440097,904.8508982898472,2148.5440014514757
910.5385392358887,1291.940935172747,848.7003242622404
810.8835008858259,1275.149493724509,649.5838330679114
1122.8206350708087,1097.567893035603,713.8540062122363
300.8709250190627,210.9125245620266,555.8659128098004
636.1221834253737,161.94470558025898,533.6813393596497
565.7172358141918,1346.3552614919304,1863.7390139890072
1137.7317955395529,1223.1629305488302,309.0697466550256
482.4845181538025,965.8096074131696,1020.1183258030632
180.56440596064482,503.0360138044133,1269.9658475585204
169.10048276242327,829.5229475400388,884.4868378815471
1416.7189209863827,835.9813551000993,496.22797547610685
1262.4953851893822,1292.8432581099632,1626.0290846359621
1544.2558184814527,1282.9877272905499,585.5177442781866
1251.2158013549472,836.4751074919207,1852.8716209180545
188.8265479752053,167.47139252987074,1988.515444194804
1291.9236298129076,689.8603760091063,781.5805673259222
1029.8899901865602,853.2623758527466,173.40212821559652
1735.047758269584,1100.9943968137577,603.7504693551847
490.63841091890947,542.3109249050943,548.5628526605387
232.27653116333684,1254.238814993424,1749.2675027770665
1515.9138189483747,776.2726921029416,1301.6085638098116
818.5700561152589,527.8785867801213,2158.067325659546
898.9460837537637,626.6179426953482,1998.5861177693916
1318.8275452346465,442.388724196551,1851.7844305655697
410.94800514578924,173.89351471395202,1070.6009615927542
866.7431390000121,1302.7515906912674,439.99254705759057
1463.9536655774941,478.63207614795414,584.0246767407631
1109.9430863609484,209.75488579897973,1393.2260465558156
1635.3906412314984,1306.6682700956208,705.1557707213211
1571.147129140774,457.0069324905143,859.1744300126217
564.9435325209472,823.6102334545429,2038.183328718749
1452.7915666001754,501.4000267995223,1243.3166216008156
1181.444924117299,811.1849518658768,1109.1726106591573
305.85190297076406,172.86908624834015,1924.8237734425163
548.1598765852416,109.76041038523523,243.13495041026857
1381.4186081092266,1372.727406219828,906.6885423493544
1538.1118919470325,927.8672864095518,1397.9041655739786
363.7090939866053,1321.76133842729,1085.0431021303345
1296.9586665636157,1354.1445564338844,1325.9450147607122
654.0174205429155,739.9060404093315,1184.6911013647791
411.97308617357555,941.1020867181776,572.9017084802003
267.56722627014875,161.42900729371976,594.5020670076171
267.84050912914006,858.7273292837591,1600.5568375907399
887.0347449450828,366.18840494471056,1545.6620627457396
297.39120948696876,202.93471815071868,231.5369705436495
1130.2030283498193,1378.213422201293,538.0560819423356
1502.6408051829062,946.8471115675216,2128.825772735347
818.2691171301309,188.89413457236424,2175.363447341879
1153.4415690473006,606.7677854846647,624.1966176563576
1521.744733016516,1387.989951135665,1522.8538601820255
1500.9340671216262,1207.8555895904358,1339.5187035796891
633.0075907405721,624.557237352727,886.9398234651707
1061.7479718406257,1281.2040835326604,1581.25402420072
907.6080385837906,569.7188285312297,1106.665184428257
303.760647278958,1236.238600719361,1773.6625603419993
439.60814580819516,448.20478689952625,1010.1800587413087
243.3803747641002,661.6365991641337,750.3961937786028
477.82161344425253,102.99237563266986,1156.98899612479
1728.4058003892019,715.3359785807166,336.40414466883635
1641.7798815460212,1337.56202205486,1144.3206582181817
1499.7213421388874,886.4392896431856,1401.0034608666954
1539.0262962778852,1026.1315378182408,507.41197148604124
1663.0844230350292,928.5521139170853,174.97626012841715
419.87010706789295,550.1043650745908,990.4398086401609
1086.8997400274716,762.9776009653629,1132.9095227407363
740.1124449458133,172.04863540387862,2186.1941185355986
427.30703962555395,1389.1983139435097,1718.373567798249
332.589893167441,377.1591050420656,2174.2861785469167
1576.4046177416326,1309.4322690734023,1311.5767276103938
1185.1634623220768,351.73546505372633,2190.146374494473
1303.9364337020374,390.72835641359814,636.0751158170974
1614.7498042691439,1058.237188254951,466.1996709650992
420.6425302684229,1395.0789839620716,307.49254574357104
1788.072451808932,835.4578530480429,1080.3669084419214
935.2045765543378,871.8679312728361,1733.7647001301364
684.8308470884338,601.5311343251212,1301.1854443548264
1693.5872104945051,857.1729435333662,1021.7959367625733
543.0383823292364,692.7042852124076,919.8549927999037
1560.9009200766566,830.8908482827384,921.1038775285951
375.5727515311021,926.7695445558487,394.9342240960365
1120.8421243156083,249.33566620419384,1616.660891321636
1154.6377521711274,175.11534198990717,706.4716453658384
665.2467163342876,1274.8628691520275,2016.9777673079873
1138.7635316033172,1133.4592552223532,587.5868087886613
1698.22415006321,826.4961973859495,1497.1445759395756
734.787305833798,207.8659049539142,786.897014494507
302.7274293606665,271.9657248825978,1858.102651830231
878.2745039983052,413.16241494045244,870.8598487252888
274.0587976538563,1328.2435379613178,1533.8035933289568
1218.951296868432,1050.9912548036127,1296.7672857584225
1357.2780193376996,115.6948542654036,1607.9718853929385
160.18975885035746,403.4760342875979,2191.0470395681336
1512.4266014353439,412.69753528057447,474.79677816751115
1265.4657991258825,1171.4610963362097,1367.050027503827
858.0984746015173,208.93804050738498,269.4814994728457
109.83937511041871,796.4672595010057,2108.137813767483
403.7588229905962,159.84640401940632,951.1720139004489
873.9419279187565,197.82624770395262,2049.722982668458
1481.3737685353249,478.1452493426138,390.88559033978754
177.5626674721087,616.9396592667894,2122.0653370603986
1284.9431092401976,492.823991493213,1169.5692519698894
129.2944093154733,1126.8603968478146,510.81289085087326
1004.1631632699323,826.1536034106866,1114.8614985585175
583.4350902902667,212.70879711524958,1111.5419995832035
1425.049667390587,1001.3838099129665,1885.7131953583412
362.72469298007456,1058.8512622820508,1837.9630284942818
1545.0562396334576,433.43799770170057,1902.4866514610326
1388.02610144465,254.29863155312952,1960.9381140306655
1758.8478419665382,1217.321343327025,419.38577480172125
1029.544493056336,1195.0868049995784,1817.769022233641
474.82616217866473,881.8621575838202,1841.295875825191
1362.755663127843,330.69552093994946,1805.5000091605978
1010.8936561453547,392.3078950865619,884.5076937992854
136.92297843983152,314.373271082094,1325.4139100561354
407.5003169896071,1302.2800471881055,766.8500210247682
507.47716894266904,1353.8248433512504,1229.1888636835379
1275.2088958802728,1128.8737628112192,1163.3586449356053
1618.3976684882682,428.57415821615825,277.5368753386664
383.7964393534326,1003.5653842467917,103.69524077467409
867.1647412541473,973.5923742703355,1135.827053464681
1172.9449910669885,1020.0661041807692,1656.6085785204168
1528.005950330019,302.23164122036314,1707.025624690392
1589.7406512370537,292.71023130177934,1627.1445288110565
896.2915170904956,156.89250672531284,566.7567252790743
393.41652014706733,1066.168219969164,2015.5847456201516
432.36556986640386,344.0646190226281,1309.2778181255446
1189.9846758165313,706.8663629390302,1685.6497931503684
956.1194569021293,1046.201522451463,107.16040818956878
204.19473372748487,726.0506036503594,1779.5898403190524
1719.1847344180783,207.0383976947162,1119.5570013594356
1222.108157445398,242.04929451431664,2125.1389093315684
1480.4585820435466,1151.2254015572844,815.9554854184208
735.9713301158746,758.2822756231441,316.94610565245694
918.4934746535079,1167.0488464843927,1881.0465283221636
687.6517938566852,1154.8744057210793,970.9748541166697
426.4518333425177,934.5383971327176,1101.7236456461706
1658.490887689133,245.0327901766097,1778.4357836714196
1577.3415862892687,116.45039204705034,2021.9852195520705
1056.288135544149,353.5222798487249,647.8759233108151
680.5017402116499,183.89774237961484,712.8360397362956
596.0674073637911,1388.728848846192,991.3341629842985
322.6504969810052,301.67874761252773,1917.592997576527
1294.6305926321036,780.0889120814907,1678.3642444142838
175.96492866421414,481.9472024915631,2157.356935334862
1128.7876757133301,628.1729590647814,255.87578445866288
1377.986252900782,1368.9576609904698,441.7707846541172
